UBIGEO,POB_TOTAL,POB_URBANA,POB_RURAL,GPC_DOM,QRESIDUOS_DOM,QRESIDUOS_NO_DOM,QRESIDUOS_MUN,PERIODO
10101,28423,27548,875,0.48,4857.5,2081.78,6939.28,2014
10102,291,151,140,0.61,33.56,14.38,47.95,2014
10103,1615,299,1316,0.45,48.96,20.98,69.95,2014
10104,597,388,209,0.45,63.59,27.25,90.84,2014
10105,737,197,540,0.45,32.38,13.88,46.26,2014
10106,2096,630,1466,0.45,103.25,44.25,147.5,2014
10107,395,133,262,0.61,29.46,12.63,42.09,2014
10108,1240,1231,9,0.45,201.84,86.5,288.34,2014
10109,5551,2442,3109,0.61,542.65,232.56,775.22,2014
10110,4200,1991,2209,0.61,442.34,189.58,631.92,2014
10111,893,458,435,0.45,75.16,32.21,107.37,2014
10112,815,643,172,0.61,142.82,61.21,204.03,2014
10113,1034,498,536,0.61,110.62,47.41,158.03,2014
10114,2737,720,2017,0.56,147.94,63.4,211.35,2014
10115,608,545,63,0.61,121.03,51.87,172.89,2014
10116,365,107,258,0.61,23.76,10.18,33.94,2014
10117,865,132,733,0.61,29.43,12.61,42.04,2014
10118,347,262,85,0.61,58.21,24.95,83.16,2014
10119,712,491,221,0.61,109.09,46.75,155.84,2014
10120,1346,284,1062,0.61,63.08,27.03,90.11,2014
10121,224,100,124,0.61,22.27,9.54,31.81,2014
10201,26017,23083,2934,0.49,4099.31,1756.85,5856.16,2014
10202,11221,2606,8615,0.58,551.62,236.41,788.03,2014
10203,6389,1933,4456,0.61,429.47,184.06,613.53,2014
10204,1466,749,717,0.61,166.46,71.34,237.8,2014
10205,24029,3140,20889,0.61,697.83,299.07,996.9,2014
10206,8013,4549,3464,0.45,747.16,320.21,1067.37,2014
10301,1744,1539,205,0.73,410.19,175.8,585.99,2014
10302,341,138,203,0.61,30.66,13.14,43.8,2014
10303,273,249,24,0.61,55.31,23.7,79.02,2014
10304,990,139,851,0.61,30.9,13.24,44.14,2014
10305,891,415,476,0.61,92.16,39.5,131.66,2014
10306,8257,4755,3502,0.56,971.96,416.56,1388.52,2014
10307,9253,7585,1668,0.46,1273.52,545.79,1819.31,2014
10308,211,73,138,0.61,16.24,6.96,23.2,2014
10309,327,263,64,0.61,58.41,25.03,83.44,2014
10310,1744,1018,726,0.61,226.21,96.95,323.15,2014
10311,1295,437,858,0.61,97.14,41.63,138.77,2014
10312,8070,2983,5087,0.61,662.93,284.11,947.04,2014
10401,28116,4147,23969,0.59,892.99,382.71,1275.7,2014
10402,9513,1216,8297,0.61,270.16,115.78,385.95,2014
10403,16282,2709,13573,0.61,601.86,257.94,859.79,2014
10501,2330,2020,310,0.66,486.51,208.5,695.01,2014
10502,7006,4431,2575,0.61,984.66,422,1406.66,2014
10503,2492,359,2133,0.61,79.85,34.22,114.07,2014
10504,2326,1354,972,0.45,222.02,95.15,317.17,2014
10505,2102,1233,869,0.61,274.09,117.47,391.56,2014
10506,622,367,255,0.45,60.26,25.83,86.09,2014
10507,1132,237,895,0.61,52.65,22.56,75.21,2014
10508,997,327,670,0.45,53.67,23,76.67,2014
10509,4422,2319,2103,0.57,482.48,206.78,689.26,2014
10510,479,479,0,0.45,78.55,33.67,112.22,2014
10511,938,502,436,0.61,111.65,47.85,159.5,2014
10512,4180,1589,2591,0.61,353.12,151.34,504.46,2014
10513,4163,691,3472,0.61,153.65,65.85,219.5,2014
10514,6065,274,5791,0.45,44.86,19.23,64.09,2014
10515,1539,282,1257,0.45,46.19,19.8,65.98,2014
10516,700,493,207,0.45,80.86,34.65,115.51,2014
10517,826,386,440,0.45,63.37,27.16,90.53,2014
10518,909,350,559,0.45,57.46,24.62,82.08,2014
10519,524,78,446,0.61,17.27,7.4,24.67,2014
10520,1888,470,1418,0.45,77.13,33.06,110.19,2014
10521,3619,1091,2528,0.61,242.35,103.86,346.21,2014
10522,1352,703,649,0.45,115.25,49.39,164.64,2014
10523,1378,824,554,0.45,135.06,57.88,192.95,2014
10601,5255,3646,1609,0.61,810.18,347.22,1157.4,2014
10602,2048,117,1931,0.61,25.94,11.12,37.06,2014
10603,519,412,107,0.61,91.63,39.27,130.9,2014
10604,2711,582,2129,0.61,129.31,55.42,184.72,2014
10605,2999,648,2351,0.61,143.98,61.71,205.68,2014
10606,1667,913,754,0.61,202.92,86.96,289.88,2014
10607,1417,879,538,0.61,195.32,83.71,279.03,2014
10608,622,358,264,0.61,79.51,34.08,113.58,2014
10609,9364,802,8562,0.61,178.19,76.37,254.56,2014
10610,480,135,345,0.61,30.02,12.87,42.89,2014
10611,462,125,337,0.61,27.87,11.94,39.81,2014
10612,3342,709,2633,0.61,157.63,67.55,225.18,2014
10701,53335,33246,20089,0.56,6830.54,2927.38,9757.92,2014
10702,28523,8730,19793,0.61,1939.93,831.4,2771.32,2014
10703,8955,2719,6236,0.56,555.78,238.19,793.97,2014
10704,6376,1696,4680,0.45,278.08,119.18,397.25,2014
10705,8216,1506,6710,0.45,247.03,105.87,352.9,2014
10706,10374,3409,6965,0.61,757.49,324.64,1082.13,2014
10707,2935,559,2376,0.45,91.74,39.32,131.06,2014
20101,63327,56780,6547,0.55,11398.52,4885.08,16283.61,2014
20102,2006,461,1545,0.45,75.53,32.37,107.9,2014
20103,783,430,353,0.45,70.59,30.25,100.85,2014
20104,2324,367,1957,0.45,60.26,25.83,86.09,2014
20105,72423,58251,14172,0.5,10736.43,4601.33,15337.75,2014
20106,4932,1976,2956,0.45,324.04,138.87,462.91,2014
20107,1183,314,869,0.45,51.53,22.09,73.62,2014
20108,2285,1232,1053,0.38,170.93,73.25,244.18,2014
20109,1211,381,830,0.45,62.46,26.77,89.23,2014
20110,4697,1371,3326,0.45,224.79,96.34,321.13,2014
20111,3792,502,3290,0.45,82.31,35.28,117.59,2014
20112,5805,1636,4169,0.38,226.89,97.24,324.13,2014
20201,1903,994,909,0.45,163.09,69.9,232.98,2014
20202,2234,477,1757,0.45,78.25,33.53,111.78,2014
20203,611,365,246,0.45,59.83,25.64,85.47,2014
20204,2251,291,1960,0.45,47.68,20.43,68.11,2014
20205,853,351,502,0.45,57.5,24.64,82.14,2014
20301,3643,1710,1933,0.45,280.47,120.2,400.68,2014
20302,2212,432,1780,0.45,70.78,30.33,101.11,2014
20303,1753,529,1224,0.45,86.68,37.15,123.82,2014
20304,1962,690,1272,0.45,113.09,48.47,161.56,2014
20305,5348,668,4680,0.45,109.57,46.96,156.52,2014
20306,1645,227,1418,0.45,37.19,15.94,53.12,2014
20401,5568,2173,3395,0.45,356.41,152.75,509.16,2014
20402,3301,195,3106,0.45,32.01,13.72,45.74,2014
20501,3723,3387,336,0.45,555.42,238.04,793.45,2014
20502,1129,811,318,0.45,132.99,57,189.98,2014
20503,1099,306,793,0.45,50.16,21.5,71.65,2014
20504,2574,1332,1242,0.45,218.44,93.62,312.05,2014
20505,1623,612,1011,0.45,100.4,43.03,143.43,2014
20506,1166,1117,49,0.45,183.19,78.51,261.7,2014
20507,3896,2002,1894,0.46,338.99,145.28,484.28,2014
20508,8288,4852,3436,0.45,795.66,341,1136.66,2014
20509,2563,1702,861,0.45,279.05,119.59,398.64,2014
20510,1133,229,904,0.45,37.57,16.1,53.67,2014
20511,878,668,210,0.45,109.58,46.96,156.54,2014
20512,572,457,115,0.45,74.98,32.13,107.11,2014
20513,1706,1478,228,0.45,242.45,103.91,346.36,2014
20514,1176,904,272,0.45,148.18,63.5,211.68,2014
20515,1213,1139,74,0.45,186.72,80.02,266.74,2014
20601,15230,7971,7259,0.45,1307.1,560.19,1867.29,2014
20602,2647,920,1727,0.45,150.92,64.68,215.6,2014
20603,1598,708,890,0.45,116.15,49.78,165.93,2014
20604,2491,646,1845,0.45,105.92,45.39,151.32,2014
20605,1399,257,1142,0.45,42.12,18.05,60.17,2014
20606,9258,1378,7880,0.45,225.96,96.84,322.8,2014
20607,1602,575,1027,0.45,94.34,40.43,134.77,2014
20608,2736,345,2391,0.45,56.61,24.26,80.88,2014
20609,3319,1313,2006,0.45,215.39,92.31,307.7,2014
20610,3215,1201,2014,0.45,196.97,84.42,281.39,2014
20611,3391,639,2752,0.45,104.74,44.89,149.63,2014
20701,12565,2323,10242,0.45,380.91,163.25,544.16,2014
20702,3780,573,3207,0.45,94.04,40.3,134.35,2014
20703,5521,594,4927,0.45,97.42,41.75,139.18,2014
20801,32430,27943,4487,0.87,8917.63,3821.84,12739.48,2014
20802,4196,1088,3108,0.46,184.22,78.95,263.17,2014
20803,2065,996,1069,0.46,168.68,72.29,240.97,2014
20804,8312,2872,5440,0.45,471.73,202.17,673.9,2014
20901,1543,1116,427,0.45,182.98,78.42,261.4,2014
20902,472,247,225,0.45,40.48,17.35,57.83,2014
20903,535,170,365,0.45,27.9,11.96,39.86,2014
20904,2934,519,2415,0.45,85.13,36.49,121.62,2014
20905,1052,775,277,0.45,127.02,54.44,181.45,2014
20906,717,299,418,0.45,48.95,20.98,69.93,2014
20907,972,882,90,0.45,144.7,62.01,206.71,2014
21001,10262,5087,5175,0.44,816.93,350.11,1167.04,2014
21002,1650,381,1269,0.45,62.54,26.8,89.34,2014
21003,2697,569,2128,0.45,93.35,40.01,133.36,2014
21004,9250,2142,7108,0.45,351.19,150.51,501.7,2014
21005,1915,752,1163,0.45,123.33,52.85,176.18,2014
21006,2083,1419,664,0.45,232.72,99.74,332.45,2014
21007,3559,1208,2351,0.45,198.17,84.93,283.1,2014
21008,3054,872,2182,0.45,142.93,61.25,204.18,2014
21009,1743,690,1053,0.45,113.13,48.49,161.62,2014
21010,1896,1488,408,0.45,243.98,104.56,348.54,2014
21011,3382,746,2636,0.45,122.36,52.44,174.8,2014
21012,798,518,280,0.45,85,36.43,121.43,2014
21013,1797,822,975,0.45,134.73,57.74,192.47,2014
21014,14693,4042,10651,0.45,662.81,284.06,946.87,2014
21015,2808,1015,1793,0.45,166.38,71.31,237.69,2014
21016,1706,796,910,0.45,130.49,55.92,186.41,2014
21101,24073,20401,3672,0.76,5694.03,2440.3,8134.33,2014
21102,788,229,559,0.46,38.7,16.59,55.29,2014
21103,3607,1943,1664,0.46,328.91,140.96,469.87,2014
21104,1073,423,650,0.46,71.66,30.71,102.36,2014
21105,950,329,621,0.46,55.71,23.88,79.59,2014
21201,25986,14690,11296,0.75,4021.42,1723.47,5744.89,2014
21202,736,308,428,0.45,50.55,21.67,72.22,2014
21203,1644,233,1411,0.45,38.2,16.37,54.58,2014
21204,1523,463,1060,0.45,75.96,32.55,108.51,2014
21205,2051,1049,1002,0.45,172.08,73.75,245.83,2014
21206,9129,436,8693,0.45,71.49,30.64,102.13,2014
21207,7180,392,6788,0.45,64.36,27.58,91.95,2014
21208,5147,352,4795,0.45,57.72,24.74,82.46,2014
21209,1141,259,882,0.45,42.54,18.23,60.78,2014
21210,1795,476,1319,0.45,78.12,33.48,111.6,2014
21301,3771,1412,2359,0.45,231.56,99.24,330.8,2014
21302,4504,222,4282,0.45,36.41,15.6,52.01,2014
21303,1378,211,1167,0.45,34.58,14.82,49.41,2014
21304,2269,213,2056,0.45,34.97,14.99,49.96,2014
21305,1277,161,1116,0.45,26.33,11.28,37.61,2014
21306,6311,360,5951,0.45,59.03,25.3,84.33,2014
21307,3254,149,3105,0.45,24.37,10.44,34.81,2014
21308,1040,212,828,0.45,34.77,14.9,49.66,2014
21401,1070,654,416,0.45,107.2,45.94,153.14,2014
21402,1002,554,448,0.45,90.86,38.94,129.8,2014
21403,558,548,10,0.45,89.8,38.49,128.29,2014
21404,822,653,169,0.45,107.02,45.86,152.88,2014
21405,1432,263,1169,0.46,44.45,19.05,63.5,2014
21406,1230,849,381,0.45,139.29,59.69,198.98,2014
21407,1603,1192,411,0.45,195.52,83.8,279.32,2014
21408,620,487,133,0.45,79.81,34.2,114.02,2014
21409,1901,632,1269,0.46,106.98,45.85,152.83,2014
21410,390,323,67,0.45,52.92,22.68,75.6,2014
21501,2749,1833,916,0.45,300.65,128.85,429.5,2014
21502,1318,453,865,0.45,74.31,31.85,106.16,2014
21503,8357,4618,3739,0.45,757.37,324.59,1081.96,2014
21504,597,215,382,0.45,35.31,15.13,50.44,2014
21505,1133,702,431,0.45,115.15,49.35,164.5,2014
21506,590,340,250,0.45,55.75,23.89,79.65,2014
21507,721,712,9,0.45,116.69,50.01,166.7,2014
21508,2482,1019,1463,0.45,167.06,71.6,238.66,2014
21509,8346,4162,4184,0.45,682.5,292.5,975,2014
21510,1075,355,720,0.45,58.25,24.97,83.22,2014
21511,3197,1436,1761,0.45,235.42,100.9,336.32,2014
21601,16187,4872,11315,0.52,924.79,396.34,1321.13,2014
21602,3690,471,3219,0.45,77.25,33.11,110.36,2014
21603,7009,933,6076,0.45,152.95,65.55,218.51,2014
21604,2436,260,2176,0.45,42.61,18.26,60.87,2014
21701,4554,2742,1812,0.45,449.73,192.74,642.47,2014
21702,4045,2410,1635,0.2,175.96,75.41,251.37,2014
21703,643,421,222,0.45,69.07,29.6,98.68,2014
21704,1291,765,526,0.45,125.44,53.76,179.2,2014
21705,1759,897,862,0.45,147.08,63.03,210.11,2014
21706,995,599,396,0.45,98.31,42.13,140.44,2014
21707,1988,1012,976,0.45,166.03,71.16,237.19,2014
21708,1365,399,966,0.46,67.61,28.97,96.58,2014
21709,473,281,192,0.45,46.1,19.76,65.85,2014
21710,2293,1413,880,0.51,263.01,112.72,375.73,2014
21801,216154,207806,8348,0.38,28803.97,12344.56,41148.53,2014
21802,4932,1142,3790,0.45,187.26,80.26,267.52,2014
21803,15760,15760,0,0.44,2511.17,1076.22,3587.39,2014
21804,3501,289,3212,0.45,47.39,20.31,67.7,2014
21805,7573,3309,4264,0.45,542.64,232.56,775.2,2014
21806,15431,13977,1454,0.51,2619.72,1122.74,3742.45,2014
21807,4563,3024,1539,0.46,511.87,219.37,731.24,2014
21808,20288,17747,2541,0.78,5050.37,2164.45,7214.82,2014
21809,146444,145264,1180,0.52,27737.18,11887.36,39624.54,2014
21901,5714,4139,1575,0.45,678.78,290.91,969.68,2014
21902,2170,285,1885,0.45,46.7,20.02,66.72,2014
21903,798,236,562,0.45,38.63,16.56,55.19,2014
21904,2911,151,2760,0.45,24.8,10.63,35.42,2014
21905,1076,505,571,0.45,82.8,35.49,118.29,2014
21906,4055,1114,2941,0.45,182.65,78.28,260.92,2014
21907,2922,659,2263,0.45,108.11,46.33,154.45,2014
21908,2672,389,2283,0.45,63.77,27.33,91.1,2014
21909,6533,238,6295,0.45,39.06,16.74,55.8,2014
21910,1843,293,1550,0.45,48.05,20.59,68.64,2014
22001,21765,9160,12605,0.44,1471.14,630.49,2101.63,2014
22002,2268,174,2094,0.45,28.47,12.2,40.67,2014
22003,7037,2139,4898,0.37,288.81,123.78,412.59,2014
22004,1622,239,1383,0.45,39.13,16.77,55.9,2014
22005,13629,672,12957,0.45,110.27,47.26,157.53,2014
22006,2735,908,1827,0.45,148.98,63.85,212.82,2014
22007,2398,182,2216,0.45,29.77,12.76,42.53,2014
22008,7003,558,6445,0.45,91.49,39.21,130.7,2014
30101,56103,50231,5872,0.46,8447.46,3620.34,12067.8,2014
30102,1228,887,341,0.45,145.43,62.33,207.76,2014
30103,2534,346,2188,0.45,56.73,24.31,81.04,2014
30104,18304,4857,13447,0.29,514.14,220.34,734.48,2014
30105,4776,963,3813,0.45,157.86,67.65,225.51,2014
30106,5556,1694,3862,0.45,277.88,119.09,396.97,2014
30107,4105,485,3620,0.45,79.57,34.1,113.67,2014
30108,3842,876,2966,0.45,143.64,61.56,205.2,2014
30109,9628,7330,2298,0.47,1264.29,541.84,1806.13,2014
30201,43832,34626,9206,0.52,6632.64,2842.56,9475.21,2014
30202,6468,578,5890,0.45,94.86,40.65,135.51,2014
30203,1366,821,545,0.45,134.71,57.73,192.44,2014
30204,7484,3389,4095,0.45,555.74,238.17,793.92,2014
30205,4658,434,4224,0.45,71.22,30.52,101.74,2014
30206,1057,593,464,0.45,97.22,41.67,138.89,2014
30207,9224,1567,7657,0.45,257.04,110.16,367.2,2014
30208,4876,367,4509,0.45,60.12,25.77,85.89,2014
30209,10099,1172,8927,0.45,192.19,82.37,274.55,2014
30210,2773,772,2001,0.45,126.62,54.27,180.89,2014
30211,1043,741,302,0.45,121.6,52.11,173.71,2014
30212,3270,1365,1905,0.45,223.86,95.94,319.8,2014
30213,26922,12226,14696,0.42,1866.92,800.11,2667.03,2014
30214,2053,769,1284,0.45,126.12,54.05,180.17,2014
30215,9969,4846,5123,0.59,1043.59,447.25,1490.84,2014
30216,18312,9435,8877,0.49,1680.85,720.36,2401.21,2014
30217,2406,819,1587,0.45,134.34,57.58,191.92,2014
30218,4232,1314,2918,0.45,215.41,92.32,307.72,2014
30219,2919,1608,1311,0.45,263.78,113.05,376.82,2014
30220,3676,0,3676,0,0,0,0,2014
30301,3204,2037,1167,0.33,245.38,105.16,350.54,2014
30302,553,367,186,0.45,60.11,25.76,85.87,2014
30303,1576,1230,346,0.45,201.74,86.46,288.2,2014
30304,2078,1771,307,0.45,290.39,124.45,414.85,2014
30305,3063,1742,1321,0.45,285.66,122.43,408.09,2014
30306,1285,1015,270,0.45,166.39,71.31,237.7,2014
30307,1641,1215,426,0.45,199.2,85.37,284.57,2014
30401,5012,4004,1008,0.45,656.57,281.39,937.95,2014
30402,947,359,588,0.45,58.8,25.2,84,2014
30403,1466,1357,109,0.45,222.59,95.4,317.99,2014
30404,2194,1147,1047,0.45,188.08,80.61,268.69,2014
30405,924,625,299,0.45,102.56,43.95,146.52,2014
30406,5206,1031,4175,0.45,169.1,72.47,241.58,2014
30407,724,203,521,0.45,33.33,14.29,47.62,2014
30408,1272,467,805,0.45,76.64,32.85,109.49,2014
30409,2173,506,1667,0.45,83.02,35.58,118.6,2014
30410,1189,622,567,0.45,102.04,43.73,145.77,2014
30411,873,570,303,0.45,93.5,40.07,133.57,2014
30412,1438,609,829,0.45,99.85,42.79,142.64,2014
30413,827,158,669,0.45,25.86,11.08,36.94,2014
30414,2270,296,1974,0.45,48.56,20.81,69.38,2014
30415,3244,787,2457,0.45,128.99,55.28,184.27,2014
30416,1949,634,1315,0.45,104.02,44.58,148.6,2014
30417,1206,661,545,0.45,108.42,46.47,154.89,2014
30501,11534,3562,7972,0.45,584.19,250.37,834.55,2014
30502,4279,1435,2844,0.45,235.31,100.85,336.16,2014
30503,8500,1163,7337,0.45,190.66,81.71,272.37,2014
30504,11757,4353,7404,0.45,713.8,305.92,1019.72,2014
30505,6698,1198,5500,0.45,196.39,84.17,280.56,2014
30506,9646,2196,7450,0.45,360.19,154.37,514.56,2014
30601,6734,2505,4229,0.43,393.24,168.53,561.76,2014
30602,12410,8629,3781,0.45,1415.15,606.49,2021.64,2014
30603,2647,621,2026,0.45,101.88,43.66,145.54,2014
30604,10293,3242,7051,0.45,531.71,227.88,759.59,2014
30605,8359,817,7542,0.45,133.94,57.4,191.34,2014
30606,9073,637,8436,0.45,104.4,44.74,149.14,2014
30607,3605,1188,2417,0.45,194.86,83.51,278.37,2014
30608,5269,1230,4039,0.45,201.78,86.48,288.25,2014
30701,5484,2609,2875,0.25,238.08,102.04,340.12,2014
30702,2394,434,1960,0.45,71.23,30.53,101.75,2014
30703,4033,430,3603,0.45,70.56,30.24,100.8,2014
30704,1725,485,1240,0.45,79.61,34.12,113.73,2014
30705,987,698,289,0.45,114.41,49.03,163.44,2014
30706,1638,701,937,0.45,114.94,49.26,164.2,2014
30707,1120,563,557,0.45,92.37,39.59,131.96,2014
30708,3281,853,2428,0.45,139.9,59.96,199.86,2014
30709,369,321,48,0.45,52.63,22.56,75.19,2014
30710,724,337,387,0.45,55.2,23.66,78.85,2014
30711,780,605,175,0.45,99.27,42.54,141.81,2014
30712,1393,1138,255,0.45,186.63,79.99,266.62,2014
30713,1269,1142,127,0.45,187.25,80.25,267.5,2014
30714,1622,494,1128,0.45,80.94,34.69,115.63,2014
40101,55264,55264,0,0.45,9148.61,3920.83,13069.45,2014
40102,81445,81445,0,0.44,13080.07,5605.74,18685.81,2014
40103,89793,89781,12,0.6,19536.48,8372.78,27909.25,2014
40104,143772,143058,714,0.46,24170.28,10358.69,34528.97,2014
40105,8947,7924,1023,0.25,712.87,305.52,1018.39,2014
40106,2919,2031,888,0.45,333.09,142.75,475.84,2014
40107,48247,48247,0,0.4,7023.79,3010.2,10033.99,2014
40108,29505,20470,9035,0.36,2662.73,1141.17,3803.9,2014
40109,52837,52837,0,0.58,11258.66,4825.14,16083.8,2014
40110,49160,49160,0,0.38,6736.68,2887.15,9623.83,2014
40111,1809,547,1262,0.45,89.63,38.41,128.04,2014
40112,124701,124701,0,0.52,23582.38,10106.73,33689.11,2014
40113,556,315,241,0.45,51.65,22.13,73.78,2014
40114,1479,543,936,0.45,89.13,38.2,127.33,2014
40115,1361,1032,329,0.45,169.18,72.51,241.69,2014
40116,4095,3915,180,0.46,651.99,279.43,931.42,2014
40117,19390,19390,0,0.49,3487.39,1494.59,4981.98,2014
40118,1508,501,1007,0.46,84.77,36.33,121.1,2014
40119,2187,673,1514,0.45,110.34,47.29,157.63,2014
40120,1268,80,1188,0.46,13.61,5.83,19.44,2014
40121,5454,4913,541,0.46,831.73,356.45,1188.18,2014
40122,75797,75283,514,0.33,9055.92,3881.11,12937.03,2014
40123,14823,14176,647,0.69,3570.13,1530.06,5100.19,2014
40124,12246,10730,1516,0.56,2193.25,939.96,3133.21,2014
40125,2399,1271,1128,0.46,215.2,92.23,307.44,2014
40126,25242,25242,0,0.54,5008.34,2146.43,7154.78,2014
40127,1121,720,401,0.45,118.14,50.63,168.77,2014
40128,24007,22150,1857,0.45,3652.99,1565.57,5218.56,2014
40129,77019,77019,0,0.52,14665.28,6285.12,20950.4,2014
40201,14584,14469,115,0.62,3274.42,1403.32,4677.74,2014
40202,4124,3801,323,0.4,554.9,237.81,792.72,2014
40203,6531,937,5594,0.46,158.71,68.02,226.72,2014
40204,6278,5407,871,0.57,1124.91,482.1,1607.01,2014
40205,6304,5573,731,0.4,813.7,348.73,1162.43,2014
40206,4804,3792,1012,0.29,401.43,172.04,573.47,2014
40207,682,175,507,0.46,29.65,12.71,42.36,2014
40208,15058,13754,1304,0.38,1907.69,817.58,2725.27,2014
40301,3749,3674,75,0.45,602.46,258.2,860.65,2014
40302,3318,2916,402,0.46,493.64,211.56,705.2,2014
40303,4173,3295,878,0.27,324.73,139.17,463.9,2014
40304,900,159,741,0.46,26.97,11.56,38.53,2014
40305,6279,2105,4174,0.4,307.29,131.69,438.98,2014
40306,908,260,648,0.45,42.59,18.25,60.85,2014
40307,6575,6046,529,0.46,1023.51,438.65,1462.16,2014
40308,5176,2208,2968,0.46,373.88,160.23,534.11,2014
40309,3169,115,3054,0.45,18.85,8.08,26.93,2014
40310,1313,1092,221,0.45,179.16,76.78,255.94,2014
40311,1316,1178,138,0.46,199.43,85.47,284.91,2014
40312,1890,313,1577,0.45,51.3,21.99,73.29,2014
40313,1607,1357,250,0.46,229.68,98.44,328.12,2014
40401,8885,4866,4019,0.27,479.51,205.5,685.01,2014
40402,1177,771,406,0.45,126.47,54.2,180.67,2014
40403,395,287,108,0.45,47.14,20.2,67.35,2014
40404,1755,507,1248,0.45,83.22,35.67,118.89,2014
40405,1186,672,514,0.45,110.18,47.22,157.4,2014
40406,1027,349,678,0.45,57.29,24.55,81.85,2014
40407,1339,1104,235,0.46,186.84,80.07,266.91,2014
40408,749,304,445,0.45,49.89,21.38,71.27,2014
40409,9521,7737,1784,0.36,1016.58,435.68,1452.26,2014
40410,2782,1585,1197,0.45,259.98,111.42,371.4,2014
40411,532,136,396,0.45,22.29,9.55,31.84,2014
40412,433,311,122,0.45,51.03,21.87,72.89,2014
40413,7245,2687,4558,0.46,454.95,194.98,649.92,2014
40414,1756,1152,604,0.45,188.97,80.99,269.96,2014
40501,7548,7261,287,0.45,1190.81,510.35,1701.16,2014
40502,938,860,78,0.45,140.99,60.43,201.42,2014
40503,2467,2351,116,0.45,385.49,165.21,550.7,2014
40504,2069,877,1192,0.45,143.77,61.62,205.39,2014
40505,3285,1727,1558,0.45,283.29,121.41,404.7,2014
40506,1516,1294,222,0.45,212.2,90.94,303.15,2014
40507,647,383,264,0.45,62.83,26.93,89.76,2014
40508,1500,757,743,0.45,124.13,53.2,177.33,2014
40509,677,635,42,0.45,104.13,44.63,148.76,2014
40510,1522,1388,134,0.45,227.6,97.54,325.14,2014
40511,1297,520,777,0.45,85.26,36.54,121.8,2014
40512,747,740,7,0.45,121.43,52.04,173.47,2014
40513,522,511,11,0.45,83.78,35.91,119.69,2014
40514,1535,495,1040,0.45,81.12,34.77,115.89,2014
40515,693,456,237,0.45,74.77,32.04,106.82,2014
40516,562,101,461,0.45,16.62,7.12,23.74,2014
40517,1498,380,1118,0.45,62.33,26.71,89.04,2014
40518,775,652,123,0.45,106.91,45.82,152.73,2014
40519,2165,1842,323,0.45,302.07,129.46,431.53,2014
40520,59640,37461,22179,0.6,8203.91,3515.96,11719.87,2014
40601,3396,2624,772,0.46,444.29,190.41,634.71,2014
40602,680,332,348,0.45,54.44,23.33,77.77,2014
40603,3237,401,2836,0.45,65.76,28.18,93.95,2014
40604,694,154,540,0.45,25.31,10.85,36.15,2014
40605,658,284,374,0.46,48.06,20.6,68.65,2014
40606,2845,2131,714,0.45,349.44,149.76,499.2,2014
40607,904,466,438,0.45,76.5,32.79,109.29,2014
40608,5727,643,5084,0.45,105.41,45.18,150.59,2014
40701,22703,21532,1171,0.37,2907.94,1246.26,4154.2,2014
40702,9072,7339,1733,0.56,1500.01,642.86,2142.87,2014
40703,6608,5409,1199,0.49,967.47,414.63,1382.1,2014
40704,6812,6812,0,0.46,1153.21,494.23,1647.44,2014
40705,1054,636,418,0.58,134.63,57.7,192.33,2014
40706,6527,6287,240,0.46,1064.41,456.18,1520.58,2014
40801,2962,1895,1067,0.45,310.68,133.15,443.83,2014
40802,2046,1468,578,0.45,240.7,103.16,343.86,2014
40803,569,323,246,0.45,52.93,22.68,75.61,2014
40804,2286,1017,1269,0.45,166.75,71.46,238.22,2014
40805,1290,475,815,0.45,77.96,33.41,111.38,2014
40806,2827,941,1886,0.45,154.37,66.16,220.53,2014
40807,243,52,191,0.45,8.46,3.62,12.08,2014
40808,568,157,411,0.45,25.71,11.02,36.73,2014
40809,326,173,153,0.45,28.37,12.16,40.52,2014
40810,838,335,503,0.45,55,23.57,78.57,2014
40811,834,302,532,0.45,49.54,21.23,70.77,2014
50101,91960,89185,2775,0.45,14642.19,6275.23,20917.42,2014
50102,10497,1141,9356,0.45,187.1,80.19,267.28,2014
50103,5839,713,5126,0.45,116.97,50.13,167.1,2014
50104,20661,20038,623,0.5,3665.35,1570.87,5236.22,2014
50105,6840,1799,5041,0.27,177.29,75.98,253.27,2014
50106,6315,1050,5265,0.45,172.15,73.78,245.93,2014
50107,3149,1426,1723,0.45,233.86,100.22,334.08,2014
50108,6203,2374,3829,0.45,389.26,166.83,556.09,2014
50109,2335,242,2093,0.45,39.73,17.03,56.75,2014
50110,48770,47791,979,0.65,11324.05,4853.16,16177.21,2014
50111,1586,604,982,0.45,99.05,42.45,141.51,2014
50112,7431,1163,6268,0.45,190.74,81.74,272.48,2014
50113,5186,213,4973,0.45,35.01,15,50.01,2014
50114,16518,704,15814,0.45,115.44,49.47,164.92,2014
50115,17663,16469,1194,0.52,3125.83,1339.64,4465.47,2014
50116,21242,20825,417,0,0,0,0,2014
50201,6758,2383,4375,0.28,243.59,104.39,347.98,2014
50202,8015,3589,4426,0.61,799.07,342.46,1141.52,2014
50203,8187,2886,5301,0.45,473.22,202.81,676.02,2014
50204,2609,403,2206,0.45,66.04,28.3,94.35,2014
50205,4636,980,3656,0.45,160.78,68.91,229.69,2014
50206,3760,1649,2111,0.45,270.42,115.89,386.32,2014
